Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,Karyawan Beratahan,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,Low,Male,62,Very High,Basic,Laboratory Technician,Very High,Married,2818,5044,2,Yes,24,Very High,High,Low,10,2,Good,3,2,0,2
31,Karyawan Beratahan,Travel_Rarely,182,Research & Development,8,Doctor,Life Sciences,Low,Female,93,High,Advanced,Research Director,Medium,Single,16422,8847,3,No,11,High,High,Very High,9,3,Outstanding,3,2,1,0
33,Karyawan Beratahan,Travel_Frequently,1111,Sales,5,Below College,Life Sciences,Medium,Male,61,High,Advanced,Sales Executive,Very High,Married,9998,19293,6,No,13,High,Low,Very High,8,2,Outstanding,5,4,1,2
30,Karyawan Beratahan,Non-Travel,641,Sales,25,College,Technical Degree,Very High,Female,85,High,Advanced,Sales Executive,High,Married,4736,6069,7,Yes,12,High,Medium,Low,4,2,Outstanding,2,2,2,2
37,Karyawan Beratahan,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,Medium,Female,65,High,Advanced,Manufacturing Director,Medium,Married,6447,15701,6,No,12,High,Medium,Low,8,2,Good,6,5,4,3
29,Karyawan Beratahan,Travel_Rarely,665,Research & Development,15,Bachelor,Life Sciences,High,Male,60,High,Basic,Research Scientist,Very High,Single,2340,22673,1,No,19,High,Low,Very High,6,1,Excellent,6,5,1,5
24,Karyawan Keluar,Travel_Frequently,1287,Research & Development,7,Bachelor,Life Sciences,Low,Female,55,High,Basic,Laboratory Technician,High,Married,2886,14168,1,Yes,16,High,Very High,Low,6,4,Excellent,6,3,1,2
51,Karyawan Beratahan,Travel_Rarely,632,Sales,21,Master,Marketing,High,Male,71,High,Advanced,Sales Executive,Very High,Single,5441,8423,0,Yes,22,Very High,Very High,Very High,11,2,Low,10,7,1,0
45,Karyawan Beratahan,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,Low,Female,83,High,Basic,Research Scientist,High,Married,4477,20100,4,Yes,19,High,High,Low,7,2,Good,3,2,0,2
44,Karyawan Keluar,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,Low,Female,73,High,Intermediate ,Healthcare Representative,Very High,Married,7978,14075,1,No,11,High,Very High,Low,10,2,Excellent,10,7,0,5
40,Karyawan Beratahan,Travel_Frequently,791,Research & Development,2,College,Medical,High,Female,38,Very High,Advanced,Healthcare Representative,Medium,Married,4244,9931,1,No,24,Very High,Very High,Low,8,2,Excellent,8,7,3,7
34,Karyawan Beratahan,Travel_Rarely,1397,Research & Development,1,Doctor,Life Sciences,Medium,Male,42,High,Basic,Research Scientist,Very High,Married,2691,7660,1,No,12,High,Very High,Low,10,4,Good,10,9,8,8
56,Karyawan Beratahan,Travel_Rarely,1255,Research & Development,1,College,Life Sciences,Low,Female,90,High,Basic,Research Scientist,Low,Married,2066,10494,2,No,22,Very High,Very High,Low,5,3,Outstanding,3,2,1,0
33,Karyawan Beratahan,Travel_Rarely,924,Research & Development,2,Bachelor,Medical,High,Male,78,High,Basic,Laboratory Technician,Very High,Single,2496,6670,4,No,11,High,Very High,Very High,7,3,Excellent,1,1,0,0
55,Karyawan Beratahan,Non-Travel,177,Research & Development,8,Below College,Medical,Very High,Male,37,Medium,Advanced,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,High,Very High,Low,34,3,Excellent,33,9,15,0
46,Karyawan Beratahan,Travel_Rarely,406,Sales,3,Below College,Marketing,Low,Male,52,High,Advanced,Manager,High,Married,17465,15596,3,No,12,High,Very High,Low,23,3,Excellent,12,9,4,9
27,Karyawan Beratahan,Non-Travel,210,Sales,1,Below College,Marketing,High,Male,73,High,Advanced,Sales Executive,Medium,Married,6349,22107,0,Yes,13,High,Very High,Low,6,0,Excellent,5,4,1,4
45,Karyawan Beratahan,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Medium,Female,83,High,Advanced,Manager,Medium,Single,18061,13035,3,No,22,Very High,High,Very High,22,4,Excellent,0,0,0,0
55,Karyawan Beratahan,Travel_Rarely,1136,Research & Development,1,Master,Medical,Medium,Male,81,Very High,Advanced,Research Director,Very High,Divorced,14732,12414,2,No,13,High,Very High,Medium,31,4,Outstanding,7,7,0,0
27,Karyawan Beratahan,Travel_Rarely,1291,Sales,11,Bachelor,Medical,High,Female,98,Very High,Basic,Sales Representative,Very High,Married,2534,6527,8,No,14,High,Medium,Low,5,4,Excellent,1,0,0,0
28,Karyawan Beratahan,Travel_Rarely,760,Sales,2,Master,Marketing,Medium,Female,81,High,Advanced,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Very High,Low,Very High,8,2,Excellent,8,7,7,5
42,Karyawan Beratahan,Travel_Rarely,462,Sales,14,College,Medical,High,Female,68,Medium,Advanced,Sales Executive,High,Single,6244,7824,7,No,17,High,Low,Very High,10,6,Excellent,5,4,0,3
29,Karyawan Keluar,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,High,Male,85,High,Basic,Research Scientist,High,Single,2058,19757,0,No,14,High,Very High,Very High,7,1,Good,6,2,1,5
29,Karyawan Beratahan,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,Medium,Female,69,Low,Basic,Research Scientist,Very High,Married,2168,26933,0,Yes,18,High,Low,Low,6,2,Good,5,4,1,3
47,Karyawan Beratahan,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,42,High,Advanced,Sales Executive,Low,Single,4960,11825,2,No,12,High,Very High,Very High,20,2,Excellent,7,7,1,7
32,Karyawan Beratahan,Travel_Frequently,116,Research & Development,13,Bachelor,Other,High,Female,77,Medium,Basic,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Very High,High,Low,2,2,Excellent,2,2,2,2
24,Karyawan Keluar,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,Low,Female,62,High,Basic,Sales Representative,Medium,Single,3202,21972,1,Yes,16,High,Medium,Very High,6,4,Excellent,5,3,1,4
34,Karyawan Beratahan,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,High,Female,98,High,Advanced,Healthcare Representative,Very High,Single,6687,6163,1,No,11,High,Very High,Very High,14,2,Outstanding,14,11,4,11
37,Karyawan Beratahan,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,Medium,Female,59,High,Intermediate ,Manufacturing Director,Very High,Single,7491,23848,4,No,17,High,Very High,Very High,12,3,Outstanding,6,5,1,2
32,Karyawan Beratahan,Non-Travel,976,Sales,26,Master,Marketing,High,Male,100,High,Advanced,Sales Executive,Very High,Married,4465,12069,0,No,18,High,Low,Very High,4,2,Excellent,3,2,2,2
27,Karyawan Beratahan,Travel_Rarely,1130,Sales,8,Master,Marketing,Medium,Female,56,High,Advanced,Sales Executive,Medium,Married,6214,3415,1,No,18,High,Low,Low,8,3,Excellent,8,7,0,7
42,Karyawan Beratahan,Travel_Rarely,269,Research & Development,2,Bachelor,Medical,Very High,Female,56,Medium,Basic,Laboratory Technician,Low,Divorced,2593,8007,0,Yes,11,High,High,Low,10,4,Excellent,9,6,7,8
38,Karyawan Beratahan,Travel_Rarely,243,Sales,7,Master,Marketing,Very High,Female,46,Medium,Advanced,Sales Executive,Very High,Single,4028,7791,0,No,20,Very High,Low,Very High,8,2,Excellent,7,7,0,5
49,Karyawan Beratahan,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,High,Female,90,Medium,Advanced,Healthcare Representative,High,Single,13964,17810,7,Yes,12,High,Very High,Very High,25,2,Excellent,7,1,0,7
34,Karyawan Beratahan,Travel_Rarely,216,Sales,1,Master,Marketing,Medium,Male,75,Very High,Advanced,Sales Executive,Very High,Divorced,9725,12278,0,No,11,High,Very High,Low,16,2,Good,15,1,0,9
40,Karyawan Beratahan,Travel_Frequently,580,Sales,5,Master,Life Sciences,Very High,Male,48,Medium,Intermediate ,Sales Executive,Low,Married,10475,23772,5,Yes,21,Very High,High,Low,20,2,Excellent,18,13,1,12
38,Karyawan Beratahan,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,Very High,Male,42,High,Basic,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Very High,High,Low,1,3,Excellent,1,0,0,0
27,Karyawan Beratahan,Non-Travel,443,Research & Development,3,Bachelor,Medical,Very High,Male,50,High,Basic,Research Scientist,Very High,Married,1706,16571,1,No,11,High,High,High,0,6,Good,0,0,0,0
38,Karyawan Beratahan,Non-Travel,1327,Sales,2,College,Life Sciences,Very High,Male,39,Medium,Advanced,Sales Executive,Very High,Married,5249,19682,3,No,18,High,Very High,Low,13,0,Excellent,8,7,7,5
47,Karyawan Beratahan,Travel_Rarely,1482,Research & Development,5,Doctor,Life Sciences,Very High,Male,42,High,Advanced,Research Director,High,Married,18300,16375,4,No,11,High,Medium,Low,21,2,Excellent,3,2,1,1
38,Karyawan Beratahan,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,Very High,Male,54,High,Advanced,Manufacturing Director,Very High,Married,6261,4185,3,No,18,High,Low,Low,9,3,Low,7,7,1,7
30,Karyawan Beratahan,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,Low,Female,75,High,Basic,Research Scientist,High,Single,2632,23910,1,No,14,High,High,Very High,5,4,Good,5,4,0,4
28,Karyawan Beratahan,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,High,Male,39,Medium,Basic,Research Scientist,High,Divorced,2703,22088,1,Yes,14,High,Very High,Low,3,2,Excellent,3,1,0,2
27,Karyawan Beratahan,Travel_Rarely,798,Research & Development,6,Master,Medical,Low,Female,66,Medium,Basic,Research Scientist,High,Divorced,2187,5013,0,No,12,High,High,Medium,6,5,Good,5,3,0,3
46,Karyawan Beratahan,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Very High,Female,44,High,Basic,Human Resources,Low,Single,3423,22957,6,No,12,High,High,Very High,10,3,Outstanding,7,6,5,7
40,Karyawan Keluar,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,Advanced,Sales Executive,Medium,Single,13194,17071,4,Yes,16,High,Very High,Very High,22,2,Good,1,0,0,0
55,Karyawan Beratahan,Travel_Rarely,282,Research & Development,2,College,Medical,Very High,Female,58,Low,Advanced,Manager,High,Married,19187,6992,4,No,14,High,Very High,Low,23,5,Excellent,19,9,9,11
26,Karyawan Beratahan,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,Low,Female,90,High,Basic,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Very High,Medium,Medium,3,3,Low,3,2,0,2
35,Karyawan Beratahan,Travel_Frequently,636,Research & Development,4,Master,Other,Very High,Male,47,Medium,Basic,Laboratory Technician,Very High,Married,2376,26537,1,No,13,High,Medium,Low,2,2,Outstanding,2,2,2,2
42,Karyawan Beratahan,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,High,Female,81,High,Advanced,Healthcare Representative,Very High,Married,4089,5718,1,No,13,High,Medium,Medium,10,4,Excellent,10,2,2,2
40,Karyawan Beratahan,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,Medium,Female,84,Medium,Advanced,Sales Executive,Medium,Divorced,6852,11591,7,No,12,High,Medium,Low,7,2,Outstanding,5,1,1,3
19,Karyawan Beratahan,Travel_Rarely,1181,Research & Development,3,Below College,Medical,Medium,Female,79,High,Basic,Laboratory Technician,Medium,Single,1483,16102,1,No,14,High,Very High,Very High,1,3,Excellent,1,0,0,0
39,Karyawan Keluar,Non-Travel,592,Research & Development,2,Bachelor,Life Sciences,Low,Female,54,Medium,Basic,Laboratory Technician,Low,Single,3646,17181,2,Yes,23,Very High,Medium,Very High,11,2,Outstanding,1,0,0,0
49,Karyawan Beratahan,Travel_Rarely,1490,Research & Development,7,Master,Life Sciences,High,Male,35,High,Intermediate ,Healthcare Representative,Medium,Divorced,10466,20948,3,No,14,High,Medium,Medium,29,3,Excellent,8,7,0,7
20,Karyawan Beratahan,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,Very High,Female,83,Medium,Basic,Research Scientist,Medium,Single,2836,11757,1,No,13,High,Very High,Very High,1,0,Outstanding,1,0,0,0
32,Karyawan Beratahan,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,Very High,Male,91,Medium,Advanced,Sales Executive,High,Married,5484,16985,1,No,14,High,High,Low,13,3,Good,13,8,4,8
36,Karyawan Beratahan,Non-Travel,635,Sales,10,Master,Medical,Medium,Male,32,High,Intermediate ,Sales Executive,Very High,Single,9980,15318,1,No,14,High,Very High,Very High,10,3,Good,10,3,9,7
43,Karyawan Beratahan,Travel_Frequently,394,Sales,26,College,Life Sciences,High,Male,92,High,Advanced,Manager,Very High,Married,16959,19494,1,Yes,12,High,Very High,Medium,25,3,Outstanding,25,12,4,12
26,Karyawan Beratahan,Travel_Frequently,575,Research & Development,1,College,Life Sciences,Low,Female,71,Low,Basic,Laboratory Technician,Very High,Divorced,4364,5288,3,No,14,High,Low,Low,5,2,Excellent,2,2,2,0
27,Karyawan Keluar,Travel_Rarely,1420,Sales,2,Below College,Marketing,High,Male,85,High,Basic,Sales Representative,Low,Divorced,3041,16346,0,No,11,High,Medium,Low,5,3,Excellent,4,3,0,2
42,Karyawan Beratahan,Travel_Frequently,1474,Research & Development,5,College,Other,Medium,Male,97,High,Basic,Laboratory Technician,High,Married,2093,9260,4,No,17,High,Very High,Low,8,4,Excellent,2,2,2,0
34,Karyawan Beratahan,Travel_Rarely,1326,Sales,3,Bachelor,Other,Very High,Male,81,Low,Advanced,Sales Executive,Low,Single,4759,15891,3,No,18,High,Very High,Very High,15,2,Excellent,13,9,3,12
55,Karyawan Keluar,Travel_Rarely,267,Sales,13,Master,Marketing,Low,Male,85,Very High,Advanced,Sales Executive,High,Single,13695,9277,6,Yes,17,High,High,Very High,24,2,Good,19,7,3,8
42,Karyawan Beratahan,Travel_Rarely,1265,Research & Development,3,Bachelor,Life Sciences,High,Female,95,Very High,Advanced,Laboratory Technician,Very High,Married,5231,23726,2,Yes,13,High,Medium,Low,17,1,Good,5,3,1,3
33,Karyawan Beratahan,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,Very High,Female,30,High,Advanced,Sales Executive,Medium,Married,4302,13401,0,No,17,High,High,Low,4,3,Excellent,3,2,0,2
30,Karyawan Beratahan,Travel_Rarely,1358,Research & Development,24,Below College,Life Sciences,Very High,Male,67,High,Basic,Laboratory Technician,High,Divorced,2693,13335,1,No,22,Very High,Medium,Low,1,2,Excellent,1,0,0,0
35,Karyawan Beratahan,Travel_Rarely,982,Research & Development,1,Master,Medical,Very High,Male,58,Medium,Basic,Laboratory Technician,High,Married,2258,16340,6,No,12,High,Medium,Low,10,2,Excellent,8,0,1,7
42,Karyawan Beratahan,Travel_Rarely,647,Sales,4,Master,Marketing,Medium,Male,45,High,Advanced,Sales Executive,Low,Single,5155,2253,7,No,13,High,Very High,Very High,9,3,Outstanding,6,4,1,5
40,Karyawan Beratahan,Travel_Frequently,1469,Research & Development,9,Master,Medical,Very High,Male,35,High,Basic,Research Scientist,Medium,Divorced,3617,25063,8,Yes,14,High,Very High,Low,3,2,Excellent,1,1,0,0
34,Karyawan Beratahan,Travel_Rarely,304,Sales,2,Bachelor,Other,Very High,Male,60,High,Advanced,Sales Executive,Very High,Single,6274,18686,1,No,22,Very High,High,Very High,6,5,Excellent,6,5,1,4
50,Karyawan Beratahan,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,Medium,Male,88,Medium,Advanced,Manager,High,Married,17046,9314,0,No,15,High,Medium,Low,28,2,Excellent,27,10,15,7
45,Karyawan Beratahan,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,Basic,Research Scientist,Very High,Single,3452,9752,5,No,13,High,Medium,Very High,9,2,Good,6,5,0,3
21,Karyawan Keluar,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,High,Female,90,Very High,Basic,Sales Representative,Medium,Single,2716,25422,1,No,15,High,Very High,Very High,1,0,Excellent,1,0,0,0
37,Karyawan Beratahan,Travel_Rarely,1017,Research & Development,1,College,Medical,High,Female,83,Medium,Basic,Research Scientist,Low,Married,3920,18697,2,No,14,High,Low,Low,17,2,Good,3,1,0,2
33,Karyawan Beratahan,Travel_Frequently,508,Sales,10,Bachelor,Marketing,Medium,Male,46,Medium,Advanced,Sales Executive,Very High,Single,4682,4317,3,No,14,High,High,Very High,9,6,Good,7,7,0,1
47,Karyawan Beratahan,Travel_Rarely,202,Research & Development,2,College,Other,High,Female,33,High,Advanced,Manager,Very High,Married,16752,12982,1,Yes,11,High,High,Low,26,3,Good,26,14,3,0
30,Karyawan Keluar,Travel_Frequently,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,Basic,Sales Representative,Low,Married,2033,14470,1,No,18,High,High,Low,1,2,Outstanding,1,0,0,0
27,Karyawan Beratahan,Travel_Rarely,608,Research & Development,1,College,Life Sciences,High,Female,68,High,Intermediate ,Manufacturing Director,Low,Married,7412,6009,1,No,11,High,Very High,Very High,9,3,Excellent,9,7,0,7
50,Karyawan Beratahan,Non-Travel,881,Research & Development,2,Master,Life Sciences,Low,Male,98,High,Advanced,Manager,Low,Divorced,17924,4544,1,No,11,High,Very High,Low,31,3,Excellent,31,6,14,7
29,Karyawan Keluar,Travel_Rarely,805,Research & Development,1,College,Life Sciences,Medium,Female,36,Medium,Basic,Laboratory Technician,Low,Married,2319,6689,1,Yes,11,High,Very High,Low,1,1,Excellent,1,0,0,0
36,Karyawan Beratahan,Travel_Rarely,329,Sales,16,Master,Marketing,High,Female,98,Medium,Advanced,Sales Executive,Low,Married,5647,13494,4,No,13,High,Low,Medium,11,3,Good,3,2,0,2
45,Karyawan Beratahan,Travel_Rarely,1339,Research & Development,7,Bachelor,Life Sciences,Medium,Male,59,High,Intermediate ,Research Scientist,Low,Divorced,9724,18787,2,No,17,High,High,Low,25,2,Excellent,1,0,0,0
50,Karyawan Keluar,Travel_Frequently,562,Sales,8,College,Technical Degree,Medium,Male,50,High,Advanced,Sales Executive,High,Married,6796,23452,3,Yes,14,High,Low,Low,18,4,Excellent,4,3,1,3
33,Karyawan Beratahan,Travel_Frequently,827,Research & Development,1,Master,Other,High,Female,84,Very High,Advanced,Healthcare Representative,Medium,Married,5488,20161,1,Yes,13,High,Low,Low,6,2,Excellent,6,5,1,2
46,Karyawan Beratahan,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,Very High,Male,60,High,Advanced,Manufacturing Director,Very High,Divorced,7379,17433,2,No,11,High,High,Low,12,3,Good,6,3,1,4
54,Karyawan Beratahan,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,88,High,Intermediate ,Human Resources,Medium,Married,10725,6729,2,No,15,High,High,Low,16,1,Outstanding,9,7,7,1
47,Karyawan Beratahan,Travel_Rarely,249,Sales,2,College,Marketing,High,Female,35,High,Advanced,Sales Executive,Very High,Married,4537,17783,0,Yes,22,Very High,Low,Low,8,2,Excellent,7,6,7,7
33,Karyawan Beratahan,Travel_Rarely,1216,Sales,8,Master,Marketing,High,Male,39,High,Advanced,Sales Executive,High,Divorced,7104,20431,0,No,12,High,Very High,Very High,6,3,Excellent,5,0,1,2
35,Karyawan Beratahan,Travel_Rarely,607,Research & Development,9,Bachelor,Life Sciences,Very High,Female,66,Medium,Intermediate ,Manufacturing Director,High,Married,10685,23457,1,Yes,20,Very High,Medium,Low,17,2,Excellent,17,14,5,15
39,Karyawan Beratahan,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,High,Male,70,High,Advanced,Laboratory Technician,Medium,Single,6782,8770,9,No,15,High,High,Very High,9,2,Good,5,4,0,3
38,Karyawan Beratahan,Travel_Rarely,688,Research & Development,23,Master,Life Sciences,Very High,Male,82,High,Advanced,Healthcare Representative,Very High,Divorced,5745,18899,9,No,14,High,Medium,Low,10,2,Excellent,2,2,1,2
54,Karyawan Beratahan,Travel_Rarely,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,Intermediate ,Sales Executive,High,Married,10686,8392,6,No,11,High,Medium,Low,13,4,Excellent,9,4,7,0
37,Karyawan Beratahan,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,High,Male,49,High,Advanced,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,High,Very High,Very High,18,2,Good,1,0,0,1
20,Karyawan Beratahan,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,Basic,Laboratory Technician,High,Single,3033,12828,1,No,12,High,Low,Very High,2,2,Good,2,2,1,2
40,Karyawan Beratahan,Travel_Frequently,720,Research & Development,16,Master,Medical,Low,Male,51,Medium,Advanced,Laboratory Technician,High,Single,5094,11983,6,No,14,High,Very High,Very High,10,6,Excellent,1,0,0,0
51,Karyawan Beratahan,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Very High,Male,83,High,Advanced,Manager,Medium,Divorced,19847,19196,4,Yes,24,Very High,Low,Low,31,5,Good,29,10,11,10
34,Karyawan Keluar,Travel_Frequently,658,Research & Development,7,Bachelor,Life Sciences,Low,Male,66,Low,Advanced,Laboratory Technician,High,Single,6074,22887,1,Yes,24,Very High,Very High,Very High,9,3,Excellent,9,7,0,6
34,Karyawan Beratahan,Travel_Rarely,401,Research & Development,1,Bachelor,Life Sciences,Very High,Female,86,Medium,Basic,Laboratory Technician,Medium,Married,3294,3708,5,No,17,High,Low,Low,7,2,Good,5,4,0,2
42,Karyawan Beratahan,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,Very High,Male,56,High,Intermediate ,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Very High,Very High,Low,10,5,Good,10,9,5,8
30,Karyawan Beratahan,Non-Travel,990,Research & Development,7,Bachelor,Technical Degree,High,Male,64,High,Basic,Research Scientist,High,Divorced,1274,7152,1,No,13,High,Medium,Medium,1,2,Good,1,0,0,0
50,Karyawan Beratahan,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,53,High,Advanced,Manager,Medium,Single,19926,17053,3,No,15,High,Medium,Very High,21,5,Excellent,5,4,4,4
31,Karyawan Beratahan,Travel_Rarely,1082,Research & Development,1,Master,Medical,High,Male,87,High,Basic,Research Scientist,Medium,Single,2501,18775,1,No,17,High,Medium,Very High,1,4,Excellent,1,1,1,0
41,Karyawan Beratahan,Travel_Frequently,1200,Research & Development,22,Bachelor,Life Sciences,Very High,Female,75,High,Advanced,Research Scientist,Very High,Divorced,5467,13953,3,Yes,14,High,Low,Medium,12,4,Good,6,2,3,3
41,Karyawan Beratahan,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,Very High,Male,91,Medium,Advanced,Manager,Low,Divorced,17181,12888,4,No,13,High,Medium,Low,21,2,Good,7,6,7,7
52,Karyawan Beratahan,Travel_Rarely,1053,Research & Development,1,College,Life Sciences,Very High,Male,70,High,Advanced,Manager,Very High,Married,17099,13829,2,No,15,High,Medium,Low,26,2,Good,9,8,7,8
40,Karyawan Beratahan,Travel_Rarely,523,Research & Development,2,Bachelor,Life Sciences,High,Male,98,High,Advanced,Research Scientist,Very High,Single,4661,22455,1,No,13,High,High,Very High,9,4,Excellent,9,8,8,8
49,Karyawan Beratahan,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,High,Female,35,High,Advanced,Research Director,Low,Single,18665,25594,9,Yes,11,High,Very High,Very High,22,4,Excellent,3,2,1,2
27,Karyawan Beratahan,Travel_Rarely,205,Sales,10,Bachelor,Marketing,Very High,Female,98,Medium,Advanced,Sales Executive,Very High,Married,5769,7100,1,Yes,11,High,Very High,Very High,6,3,Excellent,6,2,4,4
38,Karyawan Beratahan,Travel_Rarely,371,Research & Development,2,Bachelor,Life Sciences,Very High,Male,45,High,Basic,Research Scientist,Very High,Single,3944,4306,5,Yes,11,High,High,Very High,6,3,Excellent,3,2,1,2
51,Karyawan Beratahan,Travel_Frequently,541,Sales,2,Bachelor,Marketing,Medium,Male,52,High,Intermediate ,Sales Executive,Medium,Married,10596,15395,2,No,11,High,Medium,Very High,14,5,Excellent,4,2,3,2
40,Karyawan Beratahan,Travel_Rarely,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,Basic,Research Scientist,High,Divorced,2345,8045,2,No,14,High,High,Low,8,3,Outstanding,3,1,1,2
29,Karyawan Beratahan,Travel_Rarely,1401,Research & Development,6,Below College,Medical,Medium,Female,54,High,Basic,Laboratory Technician,Very High,Married,3131,26342,1,No,13,High,Low,Low,10,5,Excellent,10,8,0,8
40,Karyawan Beratahan,Travel_Rarely,658,Sales,10,Master,Marketing,Low,Male,67,Medium,Intermediate ,Sales Executive,Medium,Divorced,9705,20652,2,No,12,High,Medium,Low,11,2,Good,1,0,0,0
30,Karyawan Beratahan,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,High,Female,43,Low,Advanced,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Very High,High,Very High,11,2,Excellent,5,4,0,2
29,Karyawan Beratahan,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,Very High,Male,34,High,Advanced,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,High,Medium,Medium,8,2,Outstanding,3,2,1,2
35,Karyawan Beratahan,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,94,High,Intermediate ,Sales Executive,Medium,Married,7295,11439,1,No,13,High,Low,Medium,10,3,Excellent,10,8,0,6
45,Karyawan Beratahan,Travel_Rarely,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,Advanced,Manager,Very High,Married,17650,5404,3,No,13,High,Medium,Low,26,4,Outstanding,9,3,1,1
43,Karyawan Beratahan,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,High,Female,83,High,Intermediate ,Manufacturing Director,Low,Married,10820,11535,8,No,11,High,High,Low,18,1,Excellent,8,7,0,1
47,Karyawan Beratahan,Travel_Rarely,359,Research & Development,2,Master,Medical,Low,Female,82,High,Advanced,Research Director,High,Married,17169,26703,3,No,19,High,Medium,Medium,26,2,Outstanding,20,17,5,6
51,Karyawan Beratahan,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,Very High,Female,82,Medium,Advanced,Manufacturing Director,Medium,Single,13142,24439,3,No,16,High,Medium,Very High,29,1,Good,5,2,0,3
46,Karyawan Beratahan,Travel_Rarely,566,Research & Development,7,College,Medical,Very High,Male,75,High,Intermediate ,Manufacturing Director,High,Divorced,10845,24208,6,No,13,High,Medium,Low,13,3,Excellent,8,7,0,7
44,Karyawan Keluar,Travel_Rarely,1376,Human Resources,1,College,Medical,Medium,Male,91,Medium,Intermediate ,Human Resources,Low,Married,10482,2326,9,No,14,High,Very High,Low,24,1,Excellent,20,6,3,6
29,Karyawan Beratahan,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,Very High,Female,87,Medium,Advanced,Research Director,Very High,Divorced,16124,3423,3,No,14,High,Medium,Medium,9,2,Good,7,7,1,7
46,Karyawan Beratahan,Travel_Rarely,526,Sales,1,College,Marketing,Medium,Female,92,High,Intermediate ,Sales Executive,Low,Divorced,10453,2137,1,No,25,Very High,High,High,24,2,Excellent,24,13,15,7
29,Karyawan Keluar,Travel_Rarely,341,Sales,1,Bachelor,Medical,Medium,Female,48,Medium,Basic,Sales Representative,High,Divorced,2800,23522,6,Yes,19,High,High,High,5,3,Excellent,3,2,0,2
